,Property Name,Reported,Property Type,Address,ZIP,Gross Area (sq ft),Site EUI (kBTU/sf),Energy Star Score,Energy Star Certified,Property Uses,Year Built,GHG Emissions (MTCO2e),GHG Intensity (kgCO2/sf),Total Site Energy (kBTU),% Electricity,% Gas,% Steam,Water Intensity (gal/sf),Onsite Solar (kWh),User Submitted Info,User Submitted Link,Tax Parcel
453,Twenty-One Beacon Condominium,Yes,Multifamily Housing,21 Beacon Street,02108,94785,198.2,1,,"Convenience Store, Multifamily Housing, Office, Other - Restaurant/Bar",1900.0,1201.4,12.7,18786329.3,25%,75%,0%,77.82244025953473,,,,302807000
454,Battery Wharf Master Condo Assoc,Yes,Multifamily Housing,Battery Wharf Master Condominium Association,02109,298723,72.9,37,,Multifamily Housing,2007.0,1689,5.7,21786261.3,56%,44%,0%,30.057946659614426,,,,0303041300
455,Burroughs Wharf Condominium,Yes,Multifamily Housing,40 & 50 Battery Street,02109,110113,32.4,100,,Multifamily Housing,1993.0,221.2,2,3562746,21%,79%,0%,0,,,,0303040000
456,Christopher Columbus Plaza: 145 Commercial Street,Yes,Multifamily Housing,145 Commercial St,02109,174895,66,62,,Multifamily Housing,1976.0,784.7,4.5,11550472.6,34%,66%,0%,25.903542125275166,,,,0303551000
457,Fulton Court Condominium Trust,Yes,Multifamily Housing,100 Fulton Street,02109,100800,8.5,100,,Multifamily Housing,1990.0,82.5,0.8,853229,100%,0%,0%,20.442460317460316,,,,0303478000
458,San Marco/Lincoln Wharf Condominium Trust: Lincoln Wharf,Yes,Multifamily Housing,357 Commercial Street,02109,310000,32.3,98,,Multifamily Housing,1987.0,879.1,2.8,10013767.4,60%,0%,0%,23.596129032258066,,,,0303039000
459,Union Wharf Condominiums,Yes,Multifamily Housing,343 Commercial Street,02109,250000,17.8,Not Available,,Multifamily Housing,1978.0,332.7,1.3,4443206.7,50%,50%,0%,,,,,0303038200
460,Bradley Properties,Yes,Multifamily Housing,75 Federal Street 4th Floor,02110,67500,121.6,6,,Multifamily Housing,1990.0,509.5,7.5,8206632.7,21%,79%,0%,42.266666666666666,,,,306986000
461,Commercial Wharf East Condominium,Yes,Multifamily Housing,49 Commercial Wharf,02110,121932,2.4,Not Available,,"Multifamily Housing, Office",1830.0,27.9,0.2,290304.8,98%,2%,0%,22.97756126365515,,I requested reports from Eversource and National Grid but  could not load them into the system so I manually input the information from the bills in 2014,,0303028406
462,FOLIOBOSTON CONDOMINIUM TRUST,Yes,Multifamily Housing,80 Broad Street,02110,323789,9.4,100,,Multifamily Housing,2006.0,294.6,0.9,3044598,100%,0%,0%,11.379633032623097,,,,0303990010
463,Grant Manor Apartments,Yes,Multifamily Housing,75 Federal Street 4th Floor,02110,152212,104,66,,Multifamily Housing,1900.0,923.8,6.1,15826561.3,12%,88%,0%,17.40467243055738,,,,0801675000
464,Mission Park Apartments,Yes,Multifamily Housing,75 Federal Street 4th Floor,02110,786880,94.6,45,,Multifamily Housing,1990.0,4649.2,5.9,74450060.7,21%,79%,0%,7.699013826758845,,,,1000290000
465,Trinity Terrace Apartments,Yes,Multifamily Housing,75 Federal Street 4th Floor,02110,76425,54.7,100,,Multifamily Housing,1990.0,232.9,3,4181217.8,0%,94%,0%,5.666993784756297,,,,1401610000
466,Washington Beech PH1,Yes,Multifamily Housing,75 Federal Street,02110,55000,99.4,57,,Multifamily Housing,1900.0,329.5,6,5465378.1,16%,84%,0%,47.91818181818182,,,,1806017110
467,Washington Beech PH2,Yes,Multifamily Housing,75 Federal Street,02110,55000,53,100,,Multifamily Housing,1900.0,160.3,2.9,2915837.1,4%,96%,0%,8.965454545454545,,,,1806017010
468,170 Parkside Condominium Trust,Yes,Multifamily Housing,170 Tremont St ,02111,119448,77.6,36,,"Multifamily Housing, Parking",1985.0,550.7,5.7,7498864,47%,53%,0%,40.4887482419128,,This is an 18 story condominium Building with 93 Residential units and 2 commercial units.  It has a 4 story fully enclosed under ground parking lot.  All units are individually owned and each unit has its own separate electric meter.  Gas is provided to all units for cooking.  The fuel source for heat is gas.,,0304842000
469,660 Washington,Yes,Multifamily Housing,660 Washington St,02111,711442,74.3,25,,"Multifamily Housing, Parking, Restaurant",2006.0,3280.3,5.4,45453360.2,44%,56%,0%,31.04333689867559,,"2014-1)  Parking Garage - Exclude from sq ft and aggregated electric meter list since it has its own electric meter/account.
2014-2) Restaurant listed separate since operating hours significantly differ from apt bldg.
",,0304965012
470,Chauncy House L.P.,Yes,Multifamily Housing,115 Chauncy Street ,02111,61764,91.9,10,,"Multifamily Housing, Other - Services",1900.0,395.1,6.4,5677304.8,38%,62%,0%,82.88161388511107,,,,0304506000
471,Mason Place: 80 Mason St,Yes,Multifamily Housing,80 Mason St,02111,134915,66.2,72,,Multifamily Housing,1918.0,576.9,4.3,8934742.8,26%,74%,0%,34.40684875662454,,,,0304838000
472,Metropolitan,Yes,Multifamily Housing,1 Nassau Street,02111,257600,66.2,51,,Multifamily Housing,2004.0,1215.3,4.7,17062143.5,42%,58%,0%,57.16110248447205,,,,0305424024
473,Millennium Avery Condo Tr,Yes,Multifamily Housing,580 Washington Street,02111,280000,90.3,28,,Multifamily Housing,1900.0,1657.3,5.9,25285075.6,28%,72%,0%,37.57785714285714,,,,0304832400
474,Millennium Place Primary- North Tower,Yes,Multifamily Housing,1-3 Avery Street,02111,362409,2361.4,1,,"Multifamily Housing, Restaurant",2001.0,45890.3,126.6,855793582.3,1%,99%,0%,27.364938508701496,,,,Not Available
475,Oak Terrace Apartments,Yes,Multifamily Housing,888 Washington Street,02111,110224,76.3,62,,Multifamily Housing,1994.0,577.3,5.2,8413463.5,36%,64%,0%,69.24535491363042,,,,0305484010
476,Quincy Towers,Yes,Multifamily Housing,Quincy Tower,02111,123197,69.7,92,,Multifamily Housing,1900.0,515.2,4.2,8585871.4,16%,84%,0%,69.95949576694238,,,,0305550000
477,Residences of 210 South Street Condominium,Yes,Multifamily Housing,210 South Street,02111,87964,53.3,34,,Multifamily Housing,1920.0,370.8,4.2,4685389.7,60%,40%,0%,27.8284298121959,,,,0305358202
478,Tai Tung Village,Yes,Multifamily Housing,232 Harrison Avenue,02111,596474,42.3,99,,"Multifamily Housing, Parking",1973.0,1402,2.4,25221924.8,6%,94%,0%,29.47404245616741,,,,0305021000
479,The Kensington,Yes,Multifamily Housing,665 Washington Street,02111,368665,31.5,Not Available,,"Multifamily Housing, Office, Parking, Retail Store",2013.0,697,2.2,9943716.5,39%,61%,0%,29.183783441105618,,,,2203382000
480,The Stearns: 10 Temple Place,Yes,Multifamily Housing,10 Temple Pl,02111,120700,78.3,51,,Multifamily Housing,1909.0,626.9,5.2,9447737.6,30%,70%,0%,49.96520298260149,,,,0304794000
481,Tremont on the Common Condominium,Yes,Multifamily Housing,151 Tremont Street,02111,500000,16.5,100,,"Multifamily Housing, Parking",1967.0,478.7,1.6,4947987.5,100%,0%,0%,35.74666666666667,,,,Not Available
482,Casa Maria Apartments LP,Yes,Multifamily Housing,130 Endicott Street ,02113,95176,72.1,49,,Multifamily Housing,1980.0,434.1,4.6,6864123.7,23%,77%,0%,24.085904009414136,,,,0301498000
483,Marketplace Lofts Limited Partnership,Yes,Multifamily Housing,10 Thacher Street,02113,72600,40,74,,Multifamily Housing,1904.0,237.2,3.3,2902650.3,66%,34%,0%,28.389807162534435,,,,0301309000
484,250 Cambridge,Yes,Multifamily Housing,250 Cambridge St.,02114,86006,78.6,20,,Multifamily Housing,1978.0,459.7,5.3,6757755.5,34%,0%,0%,45.3677650396484,,Data is accurate and accounted for. Energy consumption data was sent by Eversource. ,,0502186000
485,Amy Lowell House: 65 Martha Road,Yes,Multifamily Housing,65 Martha Rd,02114,115000,48.1,100,,Multifamily Housing,1975.0,341.5,3,5527286.3,20%,80%,0%,40.498260869565215,,,,0300465000
486,Avenir,Yes,Multifamily Housing,101 Canal St.,02114,380044,51.5,81,,"Multifamily Housing, Parking, Retail Store",2009.0,1289,3.8,17279841.3,49%,51%,0%,28.613411064813988,,2014-1)  Gross floor area reflects Asssessor's living area less enclosed parking garage.,,0301570001
487,Blackstone,Yes,Multifamily Housing,33 Blossom Street,02114,133315,40,100,,Multifamily Housing,1978.0,283.2,2.1,5332624.4,0%,100%,0%,32.99103626748678,,,,0300670000
488,Bowdoin  Place Condominium,Yes,Multifamily Housing,10 Bowdoin Street,02114,112888,23.4,97,,Multifamily Housing,2004.0,255.2,2.3,2637612.5,100%,0%,0%,20.09602437814471,,,,302726010
489,Causeway Primary Condo Trust,Yes,Multifamily Housing,226 Causeway St,02114,176692,78.9,3,,Multifamily Housing,2001.0,1083.9,6.1,13943521.2,56%,44%,0%,54.87571593507346,,,,0303061020
490,Emerson Place,Yes,Multifamily Housing,5 Longfellow Place,02114,509460,84.8,24,,Multifamily Housing,1962.0,2964.3,5.8,43211169,35%,64%,0%,32.74368939661602,,"2014-1)  Assessor's address is 1 25 Emerson Pl.
2014-2)  Commercial is 3% of total bldg sq ft so did not break out as separate use.  No ind space is over 5,000 sq ft.",,0300449000
491,Hanover St,Yes,Multifamily Housing,220 Hanover St,02114,56148,10.9,100,,"Multifamily Housing, Retail Store",1914.0,55,1,614070.8,84%,16%,0%,58.4775949276911,,"Unsure of exact data for retail locations. Each have entrances to the public, but no info on how many freezers, registers, etc are in the location or the exact square footage.",,0302391000
492,Hawthorne Place Condominium Trust,Yes,Multifamily Housing,2 Hawthorne Place,02114,476544,67,85,,Multifamily Housing,1000.0,1985.3,4.2,31917939.4,21%,79%,0%,34.18886818426,,,,Not Available
493,Longfellow Place,Yes,Multifamily Housing,5 Longfellow Place,02114,1263814,49.6,62,,"Multifamily Housing, Parking",1975.0,4010.4,4,49262895.4,65%,35%,0%,19.77203254551252,,"2014-1)  In 4Q14 50 Staniford garage electric loads re-wired into Longfellow Place in anticipation of sale of 50 Staniford office building which occurred 4/22/15.
2014-2)  Assessor's address is 1 4 Longfellow Pl.
2014-3)  Commercial is 3% of total bldg sq ft so did not break out as separate use.  No ind space is over 5,000 sq ft.
",,0300470000
494,The Victor,Yes,Multifamily Housing,110 Beverly St,02114,439989,35.8,90,,"Multifamily Housing, Parking, Retail Store",2013.0,1214.6,2.9,15257340.2,61%,39%,0%,9.572031599050055,,,,0301536000
495,West End Apartments,Yes,Multifamily Housing,4 Emerson Place,02114,546714,69.4,30,,"Multifamily Housing, Parking",2008.0,2005.4,5.4,25770142.1,57%,43%,0%,36.496043920555465,,"2014-1)  Assessor's address is 1 25 Emerson Pl.
2014-2)  Gross floor area is ""living area"" per Assessor's doc provided by N. Nadkarni, City of Boston.  Assume figure does not include any parking.",,0300449000
496,West End Place,Yes,Multifamily Housing,150 Staniford Street,02114,289457,84.3,11,,"Multifamily Housing, Parking, Retail Store",1997.0,1649.7,6.5,21413285.8,55%,45%,0%,27.337305134333764,,,,0300471004
497,Whittier Place Condos,Yes,Multifamily Housing,Six Whittier Place,02114,222436,159.9,36,,Multifamily Housing,1985.0,2265.3,10.2,35566296.8,24%,76%,0%,99.13683036918485,,,,0300450000
498,16 Westland Avenue,Yes,Multifamily Housing,16 Westland Ave,02115,30702,87.6,Not Available,,Multifamily Housing,1910.0,164.7,5.4,2688506.1,19%,81%,0%,55.364471369943324,,,,0401521000
499,351 Mass Ave,Yes,Multifamily Housing,351 Mass Ave,02115,46200,Not Available,Not applicable to this property type,,Multifamily Housing,1899.0,Not Available,Not Available,Not Available,0%,0%,0%,58.303030303030305,,,,0402270000
500,416 Marlborough Street Condominium Trust,Yes,Multifamily Housing,41 6 Marlborough Street,02115,781000,3.8,100,,Multifamily Housing,1988.0,202,0.3,3006010.3,32%,68%,0%,4.870166453265044,,,,0503596000
501,"Alpha Management (Nora, LLC)",Yes,Multifamily Housing,309-315 Huntington Ave,02115,55968,87.7,84,,Multifamily Housing,1920.0,274.6,4.9,4908341.2,6%,94%,0%,43.57132647226987,,,,04-3528570
502,Beacon Towers Condominium,Yes,Multifamily Housing,479-483 Beacon St,02115,70000,62,80,,Multifamily Housing,1890.0,292.1,4.2,4342622.5,32%,68%,0%,12.024285714285714,,,,503644000
503,Burbank Apartments,Yes,Multifamily Housing,18 Haviland Street,02115,130700,89.1,73,,Multifamily Housing,1000.0,704,5.4,11639886.5,17%,83%,0%,34.938026013771996,,,,0401401000
504,Burbank Gardens,Yes,Multifamily Housing,31 Burbank St.,02115,40461,14.5,100,,Multifamily Housing,1899.0,56.9,1.4,588477.9,100%,0%,0%,41.467091767380936,,,,0401440000
505,Charlesbank Apartments: 650 Huntington Avenue,Yes,Multifamily Housing,650 Huntington Avenue,02115,210000,117.7,23,,Multifamily Housing,2012.0,1509.7,7.2,24708270.2,18%,82%,0%,46.72857142857143,,,,1000015000
506,Church Park Apartments,Yes,Multifamily Housing,221 Massachusetts Avenue,02115,650000,44.9,99,,Multifamily Housing,1973.0,1767.8,2.7,29195787.5,17%,83%,0%,22.18307692307692,,,,0401425000
507,Commonwealth Condominium,Yes,Multifamily Housing,362-366 Commonwealth Ave,02115,62000,78.2,63,,Multifamily Housing,1889.0,297.4,4.8,4847251.6,19%,81%,0%,34.02741935483871,,,,503015000
508,Fenway,Yes,Multifamily Housing,38 Hemenway St.,02115,28060,105.2,67,,Multifamily Housing,1911.0,175.4,6.3,2952137.2,14%,86%,0%,51.00142551674982,,,,0401395000
509,Fenway Triangle Trilogy,Yes,Multifamily Housing,180 Brookline Ave,02115,727512,131.5,Not Available,,"Bank Branch, Food Sales, Multifamily Housing, Office, Parking, Retail Store",2006.0,4484.2,9.5,61762497.3,45%,55%,0%,49.52300642237781,,,,2100051014
510,Hemenway Apartments,Yes,Multifamily Housing,491 Huntington Ave,02115,70300,120.2,37,,Multifamily Housing,1900.0,493.7,7,8448951.2,12%,88%,0%,75.18065433854908,,,,0401797000
511,Kenmore Abbey,Yes,Multifamily Housing,488 Commonwealth Avenue,02115,267431,45.5,94,,Multifamily Housing,1978.0,809.8,3,12173327.8,31%,69%,0%,27.875975485265357,,,,0503924000
512,Landmark Square,Yes,Multifamily Housing,75 Peterborough Street,02115,204157,53.2,Not Available,,"Multifamily Housing, Parking",2000.0,578.8,3.5,8879705.2,28%,72%,0%,40.80119760479042,,,,0504311000
513,McBride House/St Cecilia's: StC-108 Kilmarnock st,Yes,Multifamily Housing,108 Kilmarnock Street,02115,80731,67.8,71,,Multifamily Housing,1995.0,390.4,4.8,5472517.9,42%,58%,0%,48.52906566250883,,2 seperate buildings with shared water meter.,,0504281010
514,Morville House: 100 Norway Street,Yes,Multifamily Housing,100 Norway Street,02115,152987,75.4,65,,Multifamily Housing,1972.0,743.1,4.9,11531133.3,26%,74%,0%,33.36950198382869,,,,0401452000
515,Norway Housing: 99-103 Norway Street,Yes,Multifamily Housing,99-103 Norway Street,02115,45570,87.2,44,,Multifamily Housing,1978.0,291.4,6.4,3975316.9,20%,25%,0%,62.29975861312267,,,,0401410000
516,"Residences at Copley Place, The",Yes,Multifamily Housing,16 Harcourt Street,02115,157450,13.1,100,,Multifamily Housing,1900.0,199.4,1.3,2060958.9,100%,0%,0%,301.15528739282314,,,,0400985010
517,Saint Botolph,Yes,Multifamily Housing,150 Saint Botolph Street,02115,102004,86,44,,Multifamily Housing,1920.0,558.2,5.5,8774074,24%,76%,0%,15.845457040900357,,,,0402385000
518,Sophine LPS,Yes,Multifamily Housing,150 Huntington Avenue,02115,313281,104.2,7,,"Multifamily Housing, Parking",1980.0,2192.2,7.6,29925522.1,46%,54%,0%,,,,,0400864000
519,Symphony Court Condo,Yes,Multifamily Housing,41 Westland Ave,02115,72000,26.3,100,,Multifamily Housing,1960.0,143.2,2,1893372.9,0%,48%,0%,10.391666666666667,,,,0401482000
520,Symphony East: 334 Massachusetts Ave,Yes,Multifamily Housing,334 Massachusetts Ave,02115,154105,64.1,58,,Multifamily Housing,1978.0,727,4.7,9872520.8,47%,53%,0%,39.02858440673567,,,,0402295000
521,Symphony West: 333 Massachusetts Ave,Yes,Multifamily Housing,333 Massachusetts Ave,02115,174779,73.7,48,,Multifamily Housing,1978.0,913.4,5.2,12875035.7,41%,59%,0%,39.96303903787068,,,,0402277000
522,SYNH LLC,Yes,Multifamily Housing,115 St Stephen,02115,45324,10.1,100,,Multifamily Housing,1950.0,43.3,1,457486.9,95%,5%,0%,43.90830465095755,,,,34-2026457
523,The Park Drive Condominium,Yes,Multifamily Housing,63-69 Park Drive,02115,35000,44.6,99,,Multifamily Housing,1925.0,102.9,2.9,1562329,29%,71%,0%,40.105714285714285,,,,504253000
524,Westland Ave Apartments,Yes,Multifamily Housing,65 Westland Ave,02115,114949,47.4,99,,Multifamily Housing,1900.0,315.9,2.7,5452208.4,11%,89%,0%,38.45531496576743,,,,0401512000
525,XII Stoneholm Condominium Trust,Yes,Multifamily Housing,12 Stoneholm St,02115,118301,29.6,96,,Multifamily Housing,1900.0,338.4,2.9,3497712.8,100%,0%,0%,37.17720053084928,,,,0401404000
526,100 Arlington,Yes,Multifamily Housing,100 Arlington Street,02116,203204,54.2,36,,"Food Sales, Multifamily Housing",1926.0,872.3,4.3,11007944,57%,33%,0%,10.359048050235232,,Using whole building data from NSTAR/Eversource and National Grid,,0500805000
527,"12 Commonwealth Avenue, Boston, MA",Yes,Multifamily Housing,12 Commonwealth Avenue,02116,42860,99.4,69,,Multifamily Housing,1920.0,328.2,7.7,4260400.3,13%,0%,0%,42.19318712085861,,,,Not Available
528,180 beacon condominium trust,Yes,Multifamily Housing,180 beacon street,02116,210000,69,52,,"Multifamily Housing, Parking",1968.0,834.8,4.6,12412578.4,32%,68%,0%,,,,,Not Available
529,330 Beacon Street,Yes,Multifamily Housing,330 Beacon Street,02116,138000,52.8,80,,Multifamily Housing,1950.0,504.1,3.7,7287105.1,37%,63%,0%,20.68550724637681,,,,Not Available
530,"755 Boylston, LLC",Yes,Multifamily Housing,755 Boylston Street,02116,54384,125.7,Not applicable to this property type,,"Multifamily Housing, Restaurant",1860.0,525.8,9.7,6838759.5,54%,46%,0%,,,,,0503207200
531,Castle Square,Yes,Multifamily Housing,484 Tremont St,02116,531506,68.8,96,2014,Multifamily Housing,1965.0,2113.2,4,36581892.7,11%,89%,0%,65.23538774726909,,,,050047800205005500010500590000
532,Clarendon,Yes,Multifamily Housing,135 Clarendon Street / 400 Stuart Street,02116,443679,57.1,Not Available,,"Food Sales, Multifamily Housing, Parking, Retail Store",2009.0,1992.6,4.5,25319289.2,59%,41%,0%,11.392470682633165,,,,0401129218
