,Property Name,Reported,Property Type,Address,ZIP,Gross Area (sq ft),Site EUI (kBTU/sf),Energy Star Score,Energy Star Certified,Property Uses,Year Built,GHG Emissions (MTCO2e),GHG Intensity (kgCO2/sf),Total Site Energy (kBTU),% Electricity,% Gas,% Steam,Water Intensity (gal/sf),Onsite Solar (kWh),User Submitted Info,User Submitted Link,Tax Parcel,Years Reported
469,Batten Hall,Yes,College/University,125 Western Avenue,02163,77029,75.7,Not Available,,College/University,1963,424.4,5.5,5828693.6,0.45,0.55,,23.7,104901.0,"Harvard Real Estate (HRE) owns Batten Hall (aka Harvard Innovation Lab, or 125 Western Avenue). HBS pays for utilities and occupies the building.

A 113 solar PV system was installed at Batten Hall in September of 2014.",,2200500000,"2014, 2015, 2016"
470,Battery Wharf Master Condo Assoc,Yes,Multifamily Housing,Battery Wharf Master Condominium Association,02109,298723,52.7,100,,Multifamily Housing,2007,972.7,3.3,15738306.2,0.2,0.8,,34.4,,,,0303041300,"2014, 2015, 2016"
471,Bay Cove Human Services,Yes,Office,157-159 Friend Street,02114,54893,53.3,94,,"Office, Urgent Care/Clinic/Outpatient",1899,231.7,4.2,2925495,0.6,0.4,,1520.8,,"Clinic Square Feet is estimated, thus resulting in estimated use of office space",,0301612000,"2014, 2015, 2016"
472,Bay State Realty,Yes,Financial Office,88 Broad Street,02110,63680,Not Available,Not Available,,Financial Office,1924,Not Available,Not Available,Not Available,,,,,,,,03983-000,"2014, 2015, 2016"
473,Bayside Merchandise Mart,Yes,Office,150 Mt. Vernon Street,02125,159732,83.3,33,,"College/University, Office, Parking",1984,1287,8.1,13303216.1,1.0,,,,,,,1303448200,"2014, 2015, 2016"
474,"BCA Cyclo, Mills, CP Casting & CMC",Yes,Other,537 Tremont Street,02116,83750,37.8,Not Available,,Other,1884,217,2.6,3166640.1,0.35,0.65,,666.7,,,,0500818000,"2014, 2016"
475,"BCA Studio, Beehive & Banyan",Yes,Performing Arts,551 Tremont St,02116,43869,117.9,Not Available,,Performing Arts,1884,282.3,6.4,5171362,0.03,0.97,,5.2,,,,0500819000,2016
476,BE Realty,Yes,Office,133 Federal St,02110,127689,141.7,34,,"Office, Restaurant",1960,1438,11.3,18096424.5,0.43,,0.57,12.8,,,,Not Available,"2014, 2015, 2016"
477,Beach Street Garage,Yes,Parking,14-40 Beach Street,02111,4338,179.3,Not Available,,"Parking, Retail Store",1925,75.3,17.3,777915.6,1.0,,,120.5,,,,Not Available,2016
478,Beacon Hill House,Yes,Multifamily Housing,122 Bowdoin Street,02108,39800,138.2,Not Available,,"Multifamily Housing, Retail Store",1890,327.4,8.2,5500068.6,0.15,0.85,,6195.9,,,,0302813000,2016
479,Beacon House Rogerson LP,Yes,Other - Lodging/Residential,19 Myrtle Street ,02114,77770,29.9,Not Available,,Other - Lodging/Residential,1986,224.7,2.9,2322857.2,1.0,,,50.1,,,,0300168000,"2015, 2016"
480,Beacon Towers Condominium,Yes,Multifamily Housing,479-483 Beacon St,02115,70000,78.7,60,,Multifamily Housing,1890,355.9,5.1,5506029.7,0.26,0.74,,35.6,,Property square footage is estimated based on the total rentable space plus common areas.,,503644000,"2015, 2016"
481,Bec Site Office,Municipal,Other,2201 Washington St,02119,14116,9.1,Not Available,,Other,2000,12.4,0.9,127758.9,1.0000002191628137,,,,,,,Not Available,2016
482,Beck Southend Trust,Yes,Other,49-59 Wareham St.,02118,57072,54.6,Not Available,,Other,1900,184.6,3.2,3118631.5,0.14,0.86,,5.7,,2014 Was First Full Year of Gas Heat Switch over,,0801136000,"2014, 2015, 2016"
483,BEETHOVEN,Municipal,K-12 School,5125 Washington St.,02132,37452,72.4,87,,K-12 School,1925,163.3,4.4,2710015.2,0.16402688811487107,0.8359731128814332,,,,,,Not Available,2016
484,Belgrade Place LLC,Yes,Multifamily Housing,446 Belgrade Ave,02132,43716,58.5,62,,"Multifamily Housing, Parking",2012,202.9,4.6,2556418.1,0.6,0.4,,28.2,,,,Not Available,"2015, 2016"
485,"Belvedere Condo Trust, The",Yes,Multifamily Housing,100 Belvedere Street,02199,165000,22.7,99,,Multifamily Housing,1900,350.6,2.1,3750046.7,0.93,0.07,,,,,,0401037600,2016
486,Benjamin Healthcare Center,Yes,Mixed Use Property,120 Fisher Avenue,02120,180,Not Available,Not Available,,"K-12 School, Parking, Senior Care Community",1927,Not Available,Not Available,Not Available,,,,,,,,1001342000,"2014, 2015, 2016"
487,Beren Tennis Pavilion,Yes,Other - Recreation,71 North Harvard Street,02134,6117,221.4,Not Available,,Other - Recreation,1899,131,21.4,1354116.7,1.0,,,21.3,,"This electric meter provides service not just to the small clubhouse facility for the tennis complex, it also feeds all of the exterior lighting and other loads for the 18-court exterior facility.",,2200533000,"2014, 2015, 2016"
488,BIDMC East && West Campus,Yes,Hospital (General Medical & Surgical),330 Brookline Ave.,02215,2497517,323.6,20,,"Hospital (General Medical & Surgical), Laboratory, Parking",1975,56617.9,22.7,808281515.8,0.28,0.0,0.45,26.4,,"East & West Campus building meter data is combined.// BIDMC is reporting on Parcel ID 0401944000 which BIDMC owns (not NEDH Corp as per Boston Assessing Dept records). The parcel contains several buildings and is part of the West Campus.// BIDMC’s energy use/SF and Energy Star score reflect our energy intensive patient care and substantial lab research uses that have fresh air needs that drive up Btu/sf. BIDMC buys energy products from a district combined heat and power plant; such cogen energy savings is not reflected in this energy reporting platform. While new medical equipment and higher intensity clinical uses tend to increase hospital energy needs incrementally, BIDMC invests hundreds of thousands of dollars annually on energy savings projects (excluding LDC incentives). Due to projects undertaken since 2004, BIDMC saves  95,020 million Btu and 2,200 KCF of water a year.  For more information see the Green Ribbon Commission at http://www.greenribboncommission.org/health-care.",,0401862000 0401861000 0401944000 0401954000 0401964001 0401942000,"2014, 2015, 2016"
489,BIDMC Research North,Yes,Laboratory,95 Brookline Ave,02215,114681,370.8,Not Available,,Laboratory,1994,3107.8,27.1,42520833.9,0.46,0.54,,48.0,,,,2100067000,"2014, 2015, 2016"
490,Biomedical Research and Public Health Building,Yes,Laboratory,136 Harrison Avenue,02111,290327,311.4,Not Available,,"College/University, Laboratory",1940,7142.2,24.6,90403557.1,0.42,0.0,0.58,39.6,,"                                                                                               GSF    Parcel# 
BRPH - M&V Wing	                  136 Harrison Avenue    129947  305251000

BRPH - Stearns Wing	                  120 Harrison Avenue	    58793   305252000

BRPH - Arnold Wing	                  116 Harrison Avenue	    56300   305253000

BRPH - South Cove Wing	 55 Kneeland Street	    45287   305254000
 
",,"305251000,305254000,305253000,  305252000","2014, 2015, 2016"
491,Bird Farm South LLC,Yes,Office,129 South Street,02111,43031,84.5,56,,"Office, Other - Restaurant/Bar",1895,288.2,6.7,3638098.5,0.6,0.4,,21.1,,,,0304323000,2016
492,BLACKSTONE,Municipal,K-12 School,380 Shawmut Ave.,02118,194260,102.3,34,,K-12 School,1975,1244.4,6.4,19866983.9,0.21828093191337414,0.7817190736853621,,,,,,Not Available,2016
493,Blake Estates I,Yes,Multifamily Housing,1344 Hyde Park Avenue,02136,132000,82.2,37,,Multifamily Housing,1900,710.9,5.4,10844003.4,0.29,0.71,,49.1,,,,1809255000,"2015, 2016"
494,Blodgett Pool,Yes,Other - Recreation,55 North Harvard Street,02134,46074,144.9,Not Available,,"Office, Other, Other - Recreation",1977,471.3,10.2,6678318,0.4,0.6,,0.0,,,,2200533000,"2014, 2015, 2016"
495,Blue Elm Apartments: 9 Hutchings St,Yes,Multifamily Housing,9 Hutchings St,02121,14860,94.8,Not Available,,Multifamily Housing,1930,81.6,5.5,1409279.8,0.11,0.89,,49.3,,"We don't believe this property should be required to report. It is under the 50 unit and 50,000 square foot limit. It seems like it may have been added to the 2105 Property List based on a roll-up by owner name. Energy and water data reported here is only for 9 Hutchings Street. ",,1202282000,"2015, 2016"
496,Blue Elm Apartments-6 Wayne Street,Yes,Multifamily Housing,6 Wayne Street,02121,61335,59.7,98,,Multifamily Housing,1930,219.2,3.6,3663783.2,0.15,0.85,,52.0,,"Based on the square footage and number of units in the building on the required parcel to report, it appears that this building was mistakenly added to the required buildings list. It's likely that the number of units were rolled up based on the building owner name. We've reported data for 6 buildings in the same development. ",,1202410000,"2015, 2016"
497,Blue Mountain Associates,Yes,Multifamily Housing,530 Warren Street,02121,231895,26.6,100,,Multifamily Housing,1900,493.8,2.1,6178656,0.61,0.39,,3.4,,,,1202252000,"2015, 2016"
498,BMR-Blackfan Circle LLC,Yes,Laboratory,3 Blackfan Circle,02115,761369,459.8,Not Available,,"Laboratory, Parking, Restaurant",2008,24362.3,32,350046459.6,0.38,0.62,,41.5,,"Number of occupants and number of computers is estimated.
The parking garage under the building is included in the whole building electricity data and uses an estimated 356,000 kWh per year. The parking garage is also a condominium and is lot number 0401853020.",,0401853022,"2014, 2015, 2016"
499,Bornstein & Pearl,Yes,Food Service,196 Quincy St,02121,36000,82.8,Not Available,,Food Service,1930,234.9,6.5,2981038,0.59,0.41,,31.2,,,,1300952000,2016
500,BOS - 245 Summer Street,Yes,Office,245 Summer Street,02210,905414,125.5,97,2013,"Data Center, Financial Office, Office",1975,10270.4,11.3,113589967.9,0.85,0.14,,,,"The parcel identification code has been added to this reporting on February 4, 2014. The property was LEED Silver certified in 2009. LEED re-certified in 2013 and achieved LEED Gold.",,04-3337741,"2014, 2015, 2016"
501,BOS HOME FOR INCURABLES,Yes,Senior Care Community,2061 Dorchester Ave.,02124-4799,92300,105.9,100,,Senior Care Community,1927,558.4,6.1,9770666.2,0.09,0.91,,3007.9,,Originally built in 1927.  Major additions done in 1992 and 2003.,,1704417000,2016
502,Bosbh-Boston Hilton Back Bay,Yes,Hotel,40 Dalton Street,02115,393752,68.8,66,,Hotel,2007,2286.5,5.8,27093638.1,0.64,0.1,0.26,47.6,,,,0401327000,"2015, 2016"
503,Boston,Yes,Other - Specialty Hospital,1515 Commonwealth Ave,2135,52000,276.4,Not Available,,Other - Specialty Hospital,2000,1317.6,25.3,14371897.1,0.35,0.65,,32.9,,,,2101831000,"2014, 2015, 2016"
504,Boston,Yes,Financial Office,55 Thomson Pl,02210,81236,137.6,13,,Financial Office,1914,1081.4,13.3,11177302.6,1.0,,,7.2,,"- Energy figures between January 2015 - June 2015 were estimated because we did not have access to electricity bills during that time. 
- We are a tenant who leases the whole building. ",,0602652003,"2014, 2015, 2016"
505,Boston Architectural College,Yes,Office,320 Newbury Street,02115,49494,59.9,89,,Office,1965,286.9,5.8,2965940.7,1.0,,,20.8,,,,0503062000,2016
506,Boston Baptist College,Yes,Adult Education,950 Metropolitan Ave,02136,40425,84.5,Not Available,,Adult Education,1904,207.4,5.1,3416948.5,0.17,0.83,,3.9,,,,1810945000,2016
507,Boston Bowl,Yes,Other - Entertainment/Public Assembly,820 William T. Morrissey Blvd,02122,45096,127.3,Not Available,,"Other - Entertainment/Public Assembly, Parking",1959,445,9.9,5742256.4,0.56,0.44,,12.2,,,,Not Available,2016
508,Boston Center for the Arts,Yes,Performing Arts,539 Tremont St,02116,127619,65.3,Not Available,,Performing Arts,1948,499.3,3.9,8338002.1,0.16,0.84,,439.3,,,,Not Available,"2014, 2016"
509,Boston Children's Hospital,Yes,Other - Specialty Hospital,300 Longwood Ave,02115,2264503,475.6,Not Available,,"Other, Other - Specialty Hospital, Parking",1914,73790.8,32.6,1077092066.5,0.23,,0.47,28.6,,"Boston Children's Hospital is composed of numerous buildings constructed between 1914 through 2015. This is as of May 1, 2015

CHB MAIN property increased sq ft during 2014 by 117,345,  this is included in the total sq ft for CHB MAIN",,Not Available,"2014, 2015, 2016"
510,Boston Children's Museum,Yes,Office,300 Congress Street,02110,173474,72.1,Not Available,,"Museum, Office",1880,1111.9,6.4,12515201.2,0.82,0.18,,19.6,,,,Not Available,"2014, 2016"
511,Boston Chinese Evangelical Church,Yes,Worship Facility,120 Shawmut Ave,02118,36446,68.5,Not Available,,"Parking, Worship Facility",1985,153.3,4.2,2498139.7,0.19,0.81,,1.8,,All information recorded are automatically transferred from utilities.  Added manually when called for to portray 12 months of data. Building was recently renovated first floor only using energy saving LED lighting.  Second and Third floor to follow once renovated.  ,,0306175000,2016
512,Boston College   (BERDO),Yes,College/University,140 Commonwealth Ave,02467,3346233,84,Not Available,,College/University,1863,22472,6.7,280947908.8,0.57,0.27,0.16,19.3,,"CY-2015 District Hot Water was estimated based on previous year due to a bad meter.

Below is a list of the eight (8) parcel ID for all of the Boston based properties 50,000 sq ft or greater.

2102443000
2102473001
2102464000
2205268030
2205268050
2205268080
2205268070
2102473001

",,2102473001,"2014, 2015, 2016"
513,Boston Common Hotel,Yes,Hotel,430 Stuart St.,02116,84180,98.4,12,,Hotel,1925,657.7,7.8,8286290.3,0.43,0.0,0.57,45.9,,,,0401084010,"2014, 2015, 2016"
514,Boston Common Ranger Station,Municipal,Other - Recreation,148 TREMONT ST,02111,862,197,Not Available,,Other - Recreation,2000,9,10.5,169800,,1.0000000234982331,,,,,,Not Available,2016
515,Boston Common Visitor Center,Municipal,Other,Tremont St Vstr  /  West,02111,1234,111.2,Not Available,,Other,2000,13.3,10.8,137247.7,0.9999999999999998,,,,,,,Not Available,2016
516,Boston Dedham Commerce Park,Yes,Other,65 Sprague ST,02136,256346,Not Available,Not Available,,Other,1940,Not Available,Not Available,Not Available,,,,9.7,,,,Not Available,2016
517,"Boston Flower Exchange, Inc.",Yes,Distribution Center,540 Albany St,02118,77000,89.2,65,,Distribution Center,1970,481.4,6.3,6867434.7,0.39,0.61,,11.7,,,,0801055000,"2014, 2015, 2016"
518,Boston Maintenance Supply,Yes,Non-Refrigerated Warehouse,3380 Washington ST,02130,35000,23,72,,Non-Refrigerated Warehouse,1980,77.9,2.2,805344.8,1.0,,,0.7,,,,Not Available,2016
519,Boston Medical Center,Yes,Hospital (General Medical & Surgical),One Boston Medical Center Place,02118,2185271,242.9,9,,"Hospital (General Medical & Surgical), Parking",1986,42969.3,19.7,530698311.4,0.49,0.02,0.49,38.7,,,,Not Available,"2014, 2015, 2016"
520,BOSTON OPERA HOUSE,Yes,Performing Arts,539 WASHINGTON STREET,02111,118781,99.3,Not Available,,Performing Arts,1928,845.5,7.1,11799529.3,0.43,0.57,,12.6,,,,Not Available,"2014, 2015, 2016"
521,Boston Prep,Yes,K-12 School,1286 Hyde Park Ave,02136,39000,60.5,89,,K-12 School,1960,146.3,3.8,2359991.9,0.2,0.8,,13.3,,,,1809140010,2016
522,Boston Redevelopment Authority,Yes,Office,c/o Newmark Knight Frank,02111,102710,30.2,100,,Office,1887,171.5,1.7,3105896.6,0.05,0.95,,8.1,,,,0304908000,"2014, 2015, 2016"
523,BOSTON SOUTH BAY (1898),Yes,Retail Store,7 ALLSTATE RD,02125,147225,73.5,84,2012,"Parking, Retail Store",2004,921.1,6.3,10827088.7,0.73,0.27,,13.7,,,,0703501010,"2014, 2015, 2016"
524,Boston Trinity Academy,Yes,K-12 School,17 Hale Street,02136,53000,51,98,,K-12 School,1956,143.9,2.7,2702564.8,0.0,1.0,,11.8,,"We had an energy audit approximately 3 years ago and replace all our bulbs into either LED, or energy efficient florescent or lamp bulbs.

I used utility bills and for electric use I used actual consumption not multiplied by the 120 billing factor for 12 months use.",,1811281000,"2014, 2015, 2016"
525,Boston Water and Sewer Commission,Yes,Office,980 Harrison Avenue,02119,430000,46.4,90,,Office,2001,1637.4,3.8,19964377,0.66,0.34,,4.9,265111.0,,,0901984010 0801982000 0801903010 0801981000,"2014, 2015, 2016"
526,BostonView Apartments,Yes,Multifamily Housing,130-140 Bowdoin St,02108,209103,6.7,100,,"Multifamily Housing, Parking",1965,135,0.6,1395122.5,1.0,,,13.1,,,,02811-000,"2015, 2016"
527,Bowdoin  Place Condominium,Yes,Multifamily Housing,10 Bowdoin Street,02114,112888,23.3,98,,Multifamily Housing,2004,254.8,2.3,2633501,1.0,,,18.7,,,,302726010,"2015, 2016"
528,Boylston,Yes,Multifamily Housing,1163 Boylston St,02215,174700,119.4,62,,Multifamily Housing,1920,1220.1,7,20864734.4,0.12,0.88,,63.1,,,,0504178000,"2015, 2016"
529,BPD Backup Tower,Municipal,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",64 Bellevue Hill Rd,02132,10200,8.6,Not Available,,Repair Services,1905,8.5,0.8,87783.9,1.0000004100979794,,,,,,,Not Available,2016
530,BPHC Southampton Street,Municipal,Office,112 Southampton St,02118,44719,132.8,46,,Office,2000,392.7,8.8,5938868,0.29798067914626153,0.7020193051941884,,,,,,Not Available,2016
531,BRA / EDIC,Municipal,Other,43 HAWKINS ST,02114,23408,259,Not Available,,Other,2000,386.1,16.5,6061739.4,0.24246167230481733,0.7575383340959856,,,,,,Not Available,2016
532,BRADLEY,Municipal,K-12 School,110 Beachview Rd.,02128,33128,51.3,96,,K-12 School,1958,108.2,3.3,1698869.5,0.2426140442217604,0.7573859500038114,,,,,,Not Available,2016
533,Bradley Properties,Yes,Multifamily Housing,75 Federal Street 4th Floor,02110,67500,16.8,100,,Multifamily Housing,1990,109.9,1.6,1135636.2,1.0,,,44.5,,,,306986000,"2015, 2016"
534,Braemore Condominium,Yes,Not Available,464-466 Commonwealth Avenue,02215,Not Available,Not Available,Not Available,,,1982,385.4,Not Available,5279676.6,0.46,0.54,,,,,,0503916000,"2014, 2015, 2016"
535,Brandywyne Village,Yes,Multifamily Housing,88 Brandywyne Drive,02128,873348,28.7,100,,Multifamily Housing,1900,1375.2,1.6,25091346,0.04,0.96,,20.3,,,,0100534000,2016
536,BrentonCorpLLC,Yes,Mixed Use Property,242-260 East Berkeley Street,02115,52520,21,Not Available,,"Bar/Nightclub, Manufacturing/Industrial, Office, Restaurant",1880,106.7,2,1103092.7,1.0,,,27.9,,,,Not Available,"2014, 2015, 2016"
537,Brewery Lofts,Yes,Multifamily Housing,251 Heath St Pub,02130,86900,60.7,81,,Multifamily Housing,1000,355,4.1,5278889.6,0.32,0.68,,38.4,,,,1001480000,"2015, 2016"
538,"Brickpoint Properties, Inc.",Yes,Office,15 Court Square,02108,81986,51.9,96,,Office,1911,320.8,3.9,4257367.5,0.51,0.49,,3.8,,,,0302866000,"2014, 2015, 2016"
539,Bright Hockey Center,Yes,Ice/Curling Rink,67 North Harvard Street,02134,131386,115.4,Not Available,,Ice Rink,1978,1130.5,8.6,15164084.6,0.36,0.22,0.42,5.8,,,,2200533000,"2014, 2015, 2016"
540,Brighton Branch,Municipal,Library,40 Academy Rd,02135,17208,115,Not Available,,Library,2000,128,7.4,1979302.1,0.26519553533540935,0.7348044670694788,,,,,,Not Available,2016
541,Brighton Health Group,Yes,Senior Care Community,10 Bellamy St,02135,44640,120.8,Not Available,,Senior Care Community,1975,472.2,10.6,5394391,0.79,0.21,,95.2,,,,2203447000,"2015, 2016"
542,BRIGHTON HS,Municipal,K-12 School,25 Warren St.,02135,216213,40.4,95,,K-12 School,1930,565.4,2.6,8744040.9,0.2646191849354227,0.7353808153504863,,,,,,Not Available,2016
543,Brighton Marine Health Center,Yes,Medical Office,77 Warren Street,02135,204504,96.1,Not Available,,Medical Office,1938,1356.5,6.6,19655997.4,0.34,0.61,,11.7,,,,2101829500,2016
544,Brighton Place Condominium,Yes,Multifamily Housing,1625-1677 Commonwealth Avenue,02135,270000,69.4,96,,Multifamily Housing,1920,1044.2,3.9,18733804.5,0.06,0.94,,36.3,,Data is for all 20 buildings utilities totaled in one meter each.,,2101925000,"2015, 2016"
545,BROMFIELD 44 LLC,Yes,Office,44 BROMFIELD STREET,02110,44766,80.9,88,,Office,1915,216.4,4.8,3621109.5,0.15,0.85,,29.9,,,,304760000,2016
546,Brooke Charter School Mattapan,Yes,K-12 School,150 American Legion Highway,02124,47866,38.1,77,,K-12 School,1911,176.3,3.7,1822051.4,1.0,,,8.7,,,,Not Available,2016
547,Brooke Charter School Roslindale,Yes,K-12 School,190 Cummins Highway,02131,63221,32,93,,K-12 School,1916,150.8,2.4,2024204.4,0.48,0.5,,15.2,,,,1903799000,"2014, 2015, 2016"
548,Brookline Bancorp,Yes,Financial Office,131 Clarendon Street,02116,70346,Not Available,Not Available,,Financial Office,1899,Not Available,Not Available,Not Available,,,,,,"We do have National Grid stopping by to check our meters in person, before they were estimates. This will help with consistent readings for 2015.",,4289436 ,"2015, 2016"
549,BROOKLINE ICE,Yes,Other - Utility,225 SOUTHHAMPTON ST,02118,2000,5634.3,Not Available,,Other - Utility,1950,1090.2,545.1,11268686.5,1.0,,,4050.9,,,,Not Available,"2015, 2016"
